date,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,ball_1_mean,ball_1_ustd,ball_1_dstd,ball_1_ystd,ball_2_mean,ball_2_ustd,ball_2_dstd,ball_2_ystd,ball_3_mean,ball_3_ustd,ball_3_dstd,ball_3_ystd,ball_4_mean,ball_4_ustd,ball_4_dstd,ball_4_ystd,ball_5_mean,ball_5_ustd,ball_5_dstd,ball_5_ystd,ball_6_mean,ball_6_ustd,ball_6_dstd,ball_6_ystd,year,month,day,ball_1_rolling_2,ball_2_rolling_2,ball_3_rolling_2,ball_4_rolling_2,ball_5_rolling_2,ball_6_rolling_2,ball_1_rolling_10,ball_2_rolling_10,ball_3_rolling_10,ball_4_rolling_10,ball_5_rolling_10,ball_6_rolling_10,ball_1_rolling_20,ball_2_rolling_20,ball_3_rolling_20,ball_4_rolling_20,ball_5_rolling_20,ball_6_rolling_20,ball_1_rolling_30,ball_2_rolling_30,ball_3_rolling_30,ball_4_rolling_30,ball_5_rolling_30,ball_6_rolling_30,ball_1_rolling_50,ball_2_rolling_50,ball_3_rolling_50,ball_4_rolling_50,ball_5_rolling_50,ball_6_rolling_50,ball_1_rolling_100,ball_2_rolling_100,ball_3_rolling_100,ball_4_rolling_100,ball_5_rolling_100,ball_6_rolling_100,ball_1_ratio_2,ball_2_ratio_2,ball_3_ratio_2,ball_4_ratio_2,ball_5_ratio_2,ball_6_ratio_2,ball_1_ratio_10,ball_2_ratio_10,ball_3_ratio_10,ball_4_ratio_10,ball_5_ratio_10,ball_6_ratio_10,ball_1_ratio_20,ball_2_ratio_20,ball_3_ratio_20,ball_4_ratio_20,ball_5_ratio_20,ball_6_ratio_20,ball_1_ratio_30,ball_2_ratio_30,ball_3_ratio_30,ball_4_ratio_30,ball_5_ratio_30,ball_6_ratio_30,ball_1_ratio_50,ball_2_ratio_50,ball_3_ratio_50,ball_4_ratio_50,ball_5_ratio_50,ball_6_ratio_50,ball_1_ratio_100,ball_2_ratio_100,ball_3_ratio_100,ball_4_ratio_100,ball_5_ratio_100,ball_6_ratio_100,ball_1_tomorrow,ball_1_target,2_rfrnce,5_rfrnce,10_rfrnce,20_rfrnce,30_rfrnce,50_rfrnce,60_rfrnce,ball_1_rfrnce_2,ball_1_rfrnce_5,ball_1_rfrnce_10,ball_1_rfrnce_20,ball_1_rfrnce_30,ball_1_rfrnce_50,ball_1_rfrnce_60
2020-07-17,12,13,21,46,57,21,11.534534534534536,20.684303757602077,2.384765311466996,0.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,-10.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-14.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-1.1711711711711743,59.61561561561562,70.38094369631439,48.850287534916845,-2.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,9.24024024024024,2020,7,17,11.0,22.0,42.0,43.5,50.5,15.0,15.9,26.3,34.8,45.2,54.9,15.3,15.25,29.25,38.95,48.3,57.85,13.75,15.666666666666666,28.53333333333333,38.53333333333333,47.66666666666666,58.96666666666667,14.333333333333334,13.34,26.48,36.24,48.2,59.16,15.38,12.28,25.06,34.37,46.92,58.47,13.42,1.0909090909090908,0.5909090909090909,0.5,1.057471264367816,1.1287128712871286,1.4,0.7547169811320754,0.494296577946768,0.6034482758620691,1.0176991150442478,1.0382513661202186,1.3725490196078431,0.7868852459016393,0.4444444444444444,0.5391527599486521,0.9523809523809524,0.9853068280034571,1.5272727272727271,0.7659574468085106,0.455607476635514,0.5449826989619377,0.9650349650349652,0.966647823629169,1.4651162790697674,0.8995502248875562,0.4909365558912386,0.5794701986754967,0.954356846473029,0.9634888438133876,1.365409622886866,0.977198697068404,0.5187549880287311,0.6109979633401222,0.9803921568627452,0.9748589020010262,1.5648286140089418,3.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-07-21,14,25,26,41,43,15,11.534534534534536,20.684303757602077,2.384765311466996,2.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,1.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,-9.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-6.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-16.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,3.24024024024024,2020,7,21,7.5,8.5,19.5,34.5,47.5,22.5,11.2,19.9,30.4,41.6,52.5,16.1,13.7,26.95,36.0,46.65,56.75,14.35,15.4,28.2,37.9,46.96666666666667,57.7,15.466666666666669,13.16,26.02,36.08,47.22,58.5,15.94,12.3,24.65,34.12,46.69,58.38,13.74,1.8666666666666667,2.9411764705882355,1.3333333333333333,1.1884057971014492,0.9052631578947368,0.6666666666666666,1.25,1.256281407035176,0.8552631578947368,0.985576923076923,0.819047619047619,0.9316770186335402,1.0218978102189782,0.927643784786642,0.7222222222222222,0.8788853161843516,0.7577092511013216,1.0452961672473868,0.9090909090909092,0.8865248226950355,0.6860158311345647,0.8729595457771469,0.7452339688041594,0.9698275862068966,1.0638297872340423,0.9607993850883936,0.7206208425720622,0.868276154171961,0.7350427350427351,0.9410288582183188,1.1382113821138211,1.0141987829614605,0.7620164126611958,0.8781323623902335,0.7365536142514559,1.0917030567685588,17.0,1,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-07-24,8,33,39,54,58,17,11.534534534534536,20.684303757602077,2.384765311466996,-3.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,9.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,3.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,6.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,-1.6156156156156172,11.75975975975976,19.518144570867,4.001374948652518,5.24024024024024,2020,7,24,15.5,30.5,36.5,46.0,52.5,18.0,10.6,19.3,28.4,41.2,51.4,17.1,15.0,27.25,36.05,46.85,55.85,15.3,15.0,27.666666666666668,37.03333333333333,46.5,57.0,15.6,13.64,26.94,36.52,47.44,58.56,15.84,12.36,24.82,34.28,46.71,58.25,13.78,0.5161290322580645,1.0819672131147542,1.0684931506849316,1.173913043478261,1.1047619047619048,0.9444444444444444,0.7547169811320755,1.709844559585492,1.3732394366197185,1.3106796116504853,1.1284046692607004,0.9941520467836256,0.5333333333333333,1.211009174311927,1.0818307905686548,1.152614727854856,1.0384959713518354,1.1111111111111112,0.5333333333333333,1.1927710843373494,1.053105310531053,1.1612903225806452,1.0175438596491229,1.08974358974359,0.5865102639296187,1.2249443207126949,1.0679079956188389,1.1382799325463744,0.9904371584699452,1.073232323232323,0.6472491909385114,1.3295729250604351,1.1376896149358229,1.1560693641618498,0.9957081545064378,1.2336719883889695,28.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2020-07-28,17,20,27,31,34,19,11.534534534534536,20.684303757602077,2.384765311466996,5.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,-3.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-8.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-16.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-25.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,7.24024024024024,2020,7,28,18.0,32.0,36.0,55.5,60.0,18.0,11.7,22.6,31.8,46.2,54.4,17.8,15.3,27.35,35.4,47.25,55.8,15.9,14.9,27.433333333333334,36.53333333333333,46.766666666666666,56.8,15.933333333333334,14.12,27.5,36.82,47.62,58.64,15.74,12.46,24.97,34.3,46.89,58.25,13.91,0.9444444444444444,0.625,0.75,0.5585585585585585,0.5666666666666667,1.0555555555555556,1.4529914529914532,0.8849557522123893,0.8490566037735849,0.6709956709956709,0.625,1.0674157303370786,1.1111111111111112,0.7312614259597806,0.7627118644067797,0.656084656084656,0.6093189964157706,1.1949685534591197,1.140939597315436,0.7290400972053462,0.739051094890511,0.6628652886671419,0.5985915492957746,1.192468619246862,1.2039660056657224,0.7272727272727273,0.7332971211298207,0.6509869802603948,0.5798090040927695,1.2071156289707752,1.364365971107544,0.8009611533840609,0.7871720116618076,0.6611217743655363,0.5836909871244635,1.365923795830338,32.0,1,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-07-31,12,35,46,48,69,23,11.534534534534536,20.684303757602077,2.384765311466996,0.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,11.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,10.931931931931937,47.17117117117117,59.87727895068549,34.465063391656855,0.8288288288288257,59.61561561561562,70.38094369631439,48.850287534916845,9.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,11.24024024024024,2020,7,31,24.5,34.0,38.5,41.0,49.0,14.5,15.3,25.4,34.5,44.1,51.9,17.6,16.6,27.15,34.9,45.35,54.35,15.55,15.533333333333331,28.2,36.833333333333336,46.9,56.43333333333333,15.366666666666667,14.84,27.5,36.56,46.94,58.16,15.58,12.7,24.74,34.11,46.69,57.95,14.07,0.4897959183673469,1.0294117647058822,1.1948051948051948,1.170731707317073,1.4081632653061225,1.5862068965517242,0.7843137254901961,1.3779527559055118,1.3333333333333333,1.0884353741496595,1.3294797687861273,1.3068181818181817,0.7228915662650601,1.289134438305709,1.318051575931232,1.0584343991179712,1.2695492180312786,1.4790996784565915,0.7725321888412017,1.2411347517730498,1.248868778280543,1.023454157782516,1.2226816302421737,1.4967462039045554,0.8086253369272237,1.2727272727272727,1.2582056892778992,1.0225820195994888,1.1863823933975242,1.4762516046213094,0.9448818897637796,1.4147130153597414,1.3485781295807682,1.0280573998714928,1.1906816220880068,1.634683724235963,9.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-08-04,2,22,30,42,62,20,11.534534534534536,20.684303757602077,2.384765311466996,-9.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,-1.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-5.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-5.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,2.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,8.24024024024024,2020,8,4,10.5,24.5,36.5,42.0,60.5,13.5,15.2,25.9,33.4,43.8,53.9,17.3,15.55,26.1,34.1,44.5,54.4,16.3,15.233333333333333,28.133333333333333,37.1,46.8,56.53333333333333,14.933333333333334,15.1,28.06,37.26,47.2,58.16,15.62,12.67,24.72,34.19,46.63,58.0,14.26,0.1904761904761904,0.8979591836734694,0.821917808219178,1.0,1.024793388429752,1.4814814814814814,0.131578947368421,0.8494208494208495,0.8982035928143713,0.9589041095890412,1.150278293135436,1.1560693641618496,0.1286173633440514,0.842911877394636,0.8797653958944281,0.9438202247191012,1.1397058823529411,1.2269938650306749,0.1312910284463895,0.7819905213270142,0.8086253369272237,0.8974358974358975,1.0966981132075473,1.3392857142857142,0.1324503311258278,0.7840342124019958,0.8051529790660226,0.8898305084745762,1.0660247592847318,1.2804097311139566,0.1578531965272296,0.8899676375404532,0.8774495466510677,0.9007076989062834,1.0689655172413792,1.402524544179523,4.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2020-08-07,4,44,53,64,70,3,11.534534534534536,20.684303757602077,2.384765311466996,-7.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,20.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,17.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,16.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,10.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-8.75975975975976,2020,8,7,3.0,14.0,31.0,47.0,63.0,13.0,14.3,27.0,35.7,46.3,57.0,15.4,12.75,23.45,33.05,43.95,54.75,15.75,13.9,26.966666666666665,35.9,46.53333333333333,56.833333333333336,14.7,14.64,27.02,36.52,46.84,58.22,15.36,12.51,24.62,34.26,46.97,58.25,14.34,1.3333333333333333,3.142857142857143,1.7096774193548387,1.3617021276595744,1.1111111111111112,0.2307692307692307,0.2797202797202797,1.6296296296296295,1.4845938375350138,1.3822894168466524,1.2280701754385963,0.1948051948051948,0.3137254901960784,1.8763326226012795,1.6036308623298037,1.4562002275312855,1.278538812785388,0.1904761904761904,0.2877697841726618,1.631644004944376,1.476323119777159,1.375358166189112,1.2316715542521994,0.2040816326530612,0.2732240437158469,1.6284233900814211,1.4512595837897042,1.3663535439795047,1.202335967021642,0.1953125,0.319744204636291,1.787164906580016,1.5469935785172213,1.362571854375133,1.201716738197425,0.209205020920502,10.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2020-08-11,8,22,29,43,56,9,11.534534534534536,20.684303757602077,2.384765311466996,-3.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-1.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-6.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-4.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-3.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,-2.75975975975976,2020,8,11,7.0,38.0,50.5,59.0,62.5,10.5,12.6,28.5,38.5,48.9,59.0,13.9,11.6,23.9,33.45,45.05,55.2,15.5,14.2,27.666666666666668,36.86666666666667,47.53333333333333,56.9,14.833333333333334,14.4,27.34,36.98,47.38,58.12,15.18,12.47,25.12,34.88,47.4,58.27,14.31,1.1428571428571428,0.5789473684210527,0.5742574257425742,0.7288135593220338,0.896,0.8571428571428571,0.6349206349206349,0.7719298245614035,0.7532467532467533,0.8793456032719836,0.9491525423728814,0.6474820143884892,0.6896551724137931,0.9205020920502092,0.8669656203288489,0.9544950055493896,1.0144927536231882,0.5806451612903226,0.5633802816901409,0.7951807228915663,0.786618444846293,0.9046283309957924,0.984182776801406,0.6067415730337078,0.5555555555555556,0.8046817849305048,0.7842076798269335,0.9075559307724778,0.9635237439779768,0.5928853754940712,0.6415396952686447,0.875796178343949,0.8314220183486238,0.9071729957805909,0.9610434185687318,0.6289308176100629,6.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2020-08-14,3,24,29,42,47,13,11.534534534534536,20.684303757602077,2.384765311466996,-8.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,0.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,-6.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-5.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-12.615615615615615,11.75975975975976,19.518144570867,4.001374948652518,1.2402402402402402,2020,8,14,7.0,17.0,34.0,52.0,63.0,6.5,10.4,25.5,38.1,48.2,59.6,11.6,11.05,24.05,34.95,47.2,57.0,14.7,13.666666666666666,26.73333333333333,36.3,47.56666666666667,57.06666666666667,14.466666666666669,14.06,26.74,36.78,47.68,58.32,14.58,12.21,24.98,34.8,47.3,58.19,14.02,0.4285714285714285,1.411764705882353,0.8529411764705882,0.8076923076923077,0.746031746031746,2.0,0.2884615384615384,0.9411764705882352,0.7611548556430446,0.871369294605809,0.7885906040268457,1.120689655172414,0.2714932126696832,0.997920997920998,0.8297567954220314,0.8898305084745762,0.8245614035087719,0.8843537414965987,0.2195121951219512,0.8977556109725685,0.7988980716253444,0.8829712683952347,0.8235981308411214,0.8986175115207373,0.2133712660028449,0.8975317875841436,0.7884719956498096,0.8808724832214765,0.8058984910836763,0.8916323731138546,0.2457002457002456,0.9607686148919136,0.8333333333333334,0.8879492600422834,0.8076989173397491,0.927246790299572,4.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2020-08-18,4,18,26,27,58,23,11.534534534534536,20.684303757602077,2.384765311466996,-7.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-5.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-9.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-20.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-1.6156156156156172,11.75975975975976,19.518144570867,4.001374948652518,11.24024024024024,2020,8,18,3.5,15.5,21.0,29.0,53.5,9.5,6.2,21.8,34.6,45.8,60.5,10.6,10.75,23.6,34.55,44.95,56.2,14.1,13.133333333333333,25.366666666666667,34.8,45.5,56.4,13.9,13.92,26.96,36.76,46.56,58.06,14.4,12.05,24.97,34.67,47.12,58.31,14.09,1.1428571428571428,1.1612903225806452,1.238095238095238,0.9310344827586208,1.0841121495327102,2.421052631578948,0.6451612903225806,0.8256880733944953,0.7514450867052023,0.5895196506550219,0.9586776859504132,2.169811320754717,0.3720930232558139,0.7627118644067796,0.7525325615050652,0.6006674082313681,1.0320284697508897,1.6312056737588654,0.3045685279187817,0.709592641261498,0.7471264367816093,0.5934065934065934,1.0283687943262412,1.6546762589928057,0.2873563218390804,0.6676557863501483,0.7072905331882481,0.5798969072164948,0.9989665862900448,1.597222222222222,0.3319502074688796,0.7208650380456548,0.7499278915488895,0.5730050933786078,0.9946835877208026,1.6323633782824698,2.0,0,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2020-08-21,11,15,31,42,63,14,11.534534534534536,20.684303757602077,2.384765311466996,-0.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-8.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-4.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-5.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,3.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,2.24024024024024,2020,8,21,3.0,13.5,34.5,38.0,60.5,19.0,4.7,19.6,34.2,45.0,60.5,11.7,9.95,22.75,33.8,44.4,57.2,14.5,11.933333333333334,23.933333333333334,34.13333333333333,44.66666666666666,56.43333333333333,14.766666666666667,13.38,26.22,36.64,46.36,58.26,14.4,12.04,25.06,34.83,46.92,58.45,14.3,3.6666666666666665,1.1111111111111112,0.8985507246376812,1.105263157894737,1.0413223140495869,0.7368421052631579,2.3404255319148937,0.7653061224489796,0.9064327485380116,0.9333333333333332,1.0413223140495869,1.1965811965811963,1.105527638190955,0.6593406593406593,0.9171597633136096,0.945945945945946,1.1013986013986012,0.9655172413793104,0.9217877094972068,0.6267409470752089,0.908203125,0.9402985074626866,1.1163614884819848,0.948081264108352,0.8221225710014948,0.5720823798627003,0.8460698689956332,0.90595340811044,1.0813594232749744,0.9722222222222222,0.913621262458472,0.5985634477254589,0.8900373241458513,0.8951406649616368,1.0778443113772456,0.979020979020979,2.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-08-25,8,10,15,17,57,12,11.534534534534536,20.684303757602077,2.384765311466996,-3.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-13.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-20.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-30.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-2.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2020,8,25,6.5,9.0,22.5,41.5,63.5,15.5,5.4,18.6,32.5,43.9,60.6,12.2,9.85,22.8,34.1,45.1,58.8,13.8,10.3,21.83333333333333,32.86666666666667,43.93333333333333,56.7,14.566666666666666,13.18,26.04,36.38,46.22,58.14,14.8,11.94,24.92,34.85,46.65,58.53,14.38,1.2307692307692308,1.1111111111111112,0.6666666666666666,0.4096385542168674,0.8976377952755905,0.7741935483870968,1.4814814814814814,0.5376344086021505,0.4615384615384615,0.3872437357630979,0.9405940594059404,0.9836065573770492,0.8121827411167513,0.4385964912280701,0.4398826979472141,0.376940133037694,0.9693877551020408,0.8695652173913043,0.7766990291262136,0.4580152671755725,0.4563894523326572,0.3869499241274658,1.0052910052910051,0.8237986270022883,0.6069802731411229,0.3840245775729647,0.4123144584936778,0.3678061445261791,0.9803921568627452,0.8108108108108107,0.6700167504187605,0.4012841091492776,0.430416068866571,0.3644158628081457,0.97385955920041,0.8344923504867872,8.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2020-08-28,3,9,50,53,64,1,11.534534534534536,20.684303757602077,2.384765311466996,-8.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-14.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,14.931931931931937,47.17117117117117,59.87727895068549,34.465063391656855,5.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,4.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-10.75975975975976,2020,8,28,8.0,11.0,24.0,36.5,60.5,7.0,5.6,13.2,27.2,39.4,60.2,11.5,9.1,20.85,32.85,44.15,59.6,12.7,9.6,20.33333333333333,31.366666666666667,43.16666666666666,56.86666666666667,14.166666666666666,12.64,24.94,35.36,45.56,58.04,14.44,12.03,24.74,34.64,46.57,58.79,14.38,0.375,0.8181818181818182,2.083333333333333,1.452054794520548,1.0578512396694215,0.1428571428571428,0.5357142857142857,0.6818181818181819,1.8382352941176472,1.3451776649746194,1.0631229235880395,0.0869565217391304,0.3296703296703296,0.4316546762589928,1.5220700152207,1.200453001132503,1.0738255033557047,0.0787401574803149,0.3125,0.4426229508196722,1.5940488841657812,1.2277992277992278,1.1254396248534584,0.0705882352941176,0.2373417721518987,0.3608660785886126,1.414027149321267,1.163301141352063,1.1026878015161958,0.0692520775623268,0.2493765586034912,0.3637833468067906,1.443418013856813,1.1380717199914108,1.0886205136928049,0.0695410292072322,15.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2020-09-01,15,25,26,38,47,22,11.534534534534536,20.684303757602077,2.384765311466996,3.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,1.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,-9.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-9.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-12.615615615615615,11.75975975975976,19.518144570867,4.001374948652518,10.24024024024024,2020,9,1,9.0,28.5,53.0,55.5,67.0,2.5,6.0,15.5,31.0,40.1,61.0,10.7,8.2,20.5,34.55,44.15,60.3,11.15,9.366666666666667,21.2,33.63333333333333,44.833333333333336,58.333333333333336,13.366666666666667,12.22,24.66,35.74,45.72,58.2,14.02,11.77,24.42,34.69,46.51,58.9,14.04,1.6666666666666667,0.8771929824561403,0.490566037735849,0.6846846846846847,0.7014925373134329,8.8,2.5,1.6129032258064515,0.8387096774193549,0.9476309226932668,0.7704918032786885,2.0560747663551404,1.829268292682927,1.2195121951219512,0.7525325615050652,0.8607021517553795,0.7794361525704809,1.9730941704035876,1.601423487544484,1.179245283018868,0.7730426164519326,0.8475836431226765,0.8057142857142857,1.6458852867830422,1.227495908346972,1.013787510137875,0.7274762171236709,0.8311461067366579,0.8075601374570446,1.5691868758915837,1.274426508071368,1.0237510237510237,0.7494955318535601,0.8170285960008601,0.797962648556876,1.566951566951567,6.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-09-04,19,22,24,28,53,25,11.534534534534536,20.684303757602077,2.384765311466996,7.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,-1.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-11.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-19.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-6.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,13.24024024024024,2020,9,4,10.5,21.0,37.0,46.0,58.0,17.0,7.4,16.6,34.2,43.5,61.9,12.2,6.8,19.2,34.4,44.65,61.2,11.4,9.633333333333333,21.266666666666666,34.43333333333333,44.46666666666667,58.1,13.466666666666669,12.04,24.6,35.86,46.0,58.34,13.78,11.85,24.32,34.48,46.24,58.82,14.23,1.809523809523809,1.0476190476190477,0.6486486486486487,0.6086956521739131,0.913793103448276,1.4705882352941178,2.5675675675675675,1.325301204819277,0.7017543859649122,0.6436781609195402,0.8562197092084006,2.0491803278688527,2.794117647058824,1.1458333333333337,0.6976744186046512,0.6270996640537514,0.8660130718954248,2.1929824561403506,1.972318339100346,1.0344827586206895,0.696999031945789,0.6296851574212893,0.9122203098106711,1.8564356435643563,1.5780730897009967,0.8943089430894309,0.6692693809258227,0.6086956521739131,0.908467603702434,1.81422351233672,1.6033755274261603,0.9046052631578948,0.6960556844547564,0.6055363321799307,0.9010540632437948,1.7568517217146873,7.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2020-09-08,7,10,15,31,57,21,11.534534534534536,20.684303757602077,2.384765311466996,-4.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-13.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-20.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-16.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-2.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,9.24024024024024,2020,9,8,13.0,22.0,30.5,35.5,48.5,23.5,9.4,18.3,33.4,43.0,59.5,13.1,7.05,18.95,33.8,44.0,60.0,12.4,9.766666666666667,21.266666666666666,33.666666666666664,43.93333333333333,57.96666666666667,14.033333333333331,11.96,24.46,35.78,45.68,57.92,13.92,11.95,24.47,34.57,46.02,58.56,14.6,0.5384615384615384,0.4545454545454545,0.4918032786885246,0.8732394366197183,1.175257731958763,0.8936170212765957,0.7446808510638298,0.5464480874316939,0.4491017964071856,0.7209302325581395,0.957983193277311,1.6030534351145038,0.9929078014184396,0.5277044854881267,0.4437869822485207,0.7045454545454546,0.95,1.6935483870967742,0.7167235494880545,0.4702194357366771,0.4455445544554455,0.7056145675265555,0.983323749281196,1.496437054631829,0.5852842809364548,0.4088307440719542,0.4192286193404136,0.6786339754816112,0.9841160220994476,1.5086206896551724,0.5857740585774059,0.4086636697997548,0.4339022273647671,0.6736201651455889,0.9733606557377048,1.4383561643835616,20.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2020-09-11,3,15,42,48,56,13,11.534534534534536,20.684303757602077,2.384765311466996,-8.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-8.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,6.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,0.8288288288288257,59.61561561561562,70.38094369631439,48.850287534916845,-3.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,1.2402402402402402,2020,9,11,13.5,18.5,21.5,44.5,58.0,23.0,10.8,20.2,33.2,43.6,58.4,14.6,8.1,19.4,32.85,43.75,59.5,13.4,10.166666666666666,21.933333333333334,33.8,44.6,58.66666666666666,14.066666666666666,11.58,23.94,34.68,45.42,57.9,14.18,11.94,24.46,34.43,45.81,58.53,14.81,0.2222222222222222,0.8108108108108109,1.9534883720930232,1.0786516853932584,0.9655172413793104,0.5652173913043478,0.2777777777777777,0.7425742574257426,1.2650602409638554,1.1009174311926606,0.9589041095890412,0.8904109589041096,0.3703703703703704,0.7731958762886598,1.278538812785388,1.0971428571428572,0.9411764705882352,0.9701492537313432,0.2950819672131147,0.6838905775075987,1.242603550295858,1.0762331838565022,0.9545454545454546,0.924170616113744,0.2590673575129533,0.6265664160401002,1.2110726643598615,1.056803170409511,0.9671848013816926,0.916784203102962,0.2512562814070352,0.6132461161079313,1.2198663955852451,1.0478061558611655,0.9567743037758414,0.8777852802160702,34.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
